Label,ICD_TYPE,ICD_TYPE_CLEAN,Mapping_Conversion,ICD_CODE,CODE_Reference,ICD Definition,Group,CCSR Category,Exclude
GastroEmerg,ICD-9-CM,ICD9CM,K28.6,534.6,'53460',Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation,,,
GastroEmerg,ICD-9-CM,ICD9CM,K28.6 + K56.699,534.61,'53461',Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation,,,
GastroEmerg,ICD-9-CM,ICD9CM,K92.1,578.1,'5781 ',Blood in stool,Gastrointestinal hemorrhage [153.],153,
GastroEmerg,ICD-9-CM,ICD9CM,K22.6,530.7,'5307 ',Gastroesophageal laceration-hemorrhage syndrome,Gastrointestinal hemorrhage [153.],153,
GastroEmerg,ICD-9-CM,ICD9CM,I85.01,456,'4560 ',Esophageal varices with bleeding,Gastrointestinal hemorrhage [153.],153,
GastroEmerg,ICD-9-CM,ICD9CM,I85.I1,456.2,'45620',Esophageal varices in diseases classified elsewhere,,,
GastroEmerg,ICD-9-CM,ICD9CM,K22.8,530.82,'53082',Esophageal hemorrhage,Gastrointestinal hemorrhage [153.],153,
GastroEmerg,ICD-9-CM,ICD9CM,K62.5,569.3,'5693 ',Hemorrhage of rectum and anus,Gastrointestinal hemorrhage [153.],153,
GastroEmerg,ICD-9-CM,ICD9CM,K92.0,578,'5780 ',Hematemesis,Gastrointestinal hemorrhage [153.],153,
GastroEmerg,ICD-9-CM,ICD9CM,K92.2,578.9,'5789 ',Hemorrhage of gastrointestinal tract,,,
GastroEmerg,ICD-9-CM,ICD9CM,K22.11; K29.61,530.21,'53021',Ulcer of esophagus with bleeding,Esophageal disorders [138.],138,
GastroEmerg,ICD-9-CM,ICD9CM,K29.01,535.01,'53501',Acute gastritis,,,
GastroEmerg,ICD-9-CM,ICD9CM,K29.21,535.31,'53531',Alcoholic gastritis,,,
GastroEmerg,ICD-9-CM,ICD9CM,K29.31,535.41,'53541',Other specified gastritis,,,
GastroEmerg,ICD-9-CM,ICD9CM,K29.41; K29.51,535.11,'53511',Atrophic gastritis,,,
GastroEmerg,ICD-9-CM,ICD9CM,K29.71; K29.91,535.51,'53551',Unspecified gastritis and gastroduodenitis,,,
GastroEmerg,ICD-9-CM,ICD9CM,K29.81,535.61,'53561',Duodenitis,,,
GastroEmerg,ICD-9-CM,ICD9CM,K31.811,537.83,'53783',Angiodysplasia of stomach and duodenum with hemorrhage,Other disorders of stomach and duodenum [141.],141,
GastroEmerg,ICD-9-CM,ICD9CM,K31.82,537.84,'53784',Dieulafoy lesion (hemorrhagic) of stomach and duodenum,Other disorders of stomach and duodenum [141.],141,
GastroEmerg,ICD-9-CM,ICD9CM,K55.21,569.85,'56985',Angiodysplasia of intestine with hemorrhage,Other gastrointestinal disorders [155.],155,
GastroEmerg,ICD-9-CM,ICD9CM,K57.01; K57.13,562.03,'56203',Diverticulitis of small intestine with hemorrhage,Diverticulosis and diverticulitis [146.],146,
GastroEmerg,ICD-9-CM,ICD9CM,K57.11,562.02,'56202',Diverticulosis of small intestine with hemorrhage,Diverticulosis and diverticulitis [146.],146,
GastroEmerg,ICD-9-CM,ICD9CM,K57.21; K57.33,562.13,'56213',Diverticulitis of colon with hemorrhage,Diverticulosis and diverticulitis [146.],146,
GastroEmerg,ICD-9-CM,ICD9CM,K57.31,562.12,'56212',Diverticulosis of colon with hemorrhage,Diverticulosis and diverticulitis [146.],146,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.0,C000,Malignant neoplasm of external upper lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.1,C001,Malignant neoplasm of external lower lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.2,C002,Malignant neoplasm of external lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.3,C003,Malignant neoplasm of upper lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.4,C004,Malignant neoplasm of lower lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.5,C005,Malignant neoplasm of lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.6,C006,Malignant neoplasm of commissure of lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.8,C008,Malignant neoplasm of overlapping sites of lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C00.9,C009,Malignant neoplasm of lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C01,C01,Malignant neoplasm of base of tongue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C02.0,C020,Malignant neoplasm of dorsal surface of tongue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C02.1,C021,Malignant neoplasm of border of tongue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C02.2,C022,Malignant neoplasm of ventral surface of tongue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C02.3,C023,Malig neoplasm of anterior two-thirds of tongue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C02.4,C024,Malignant neoplasm of lingual tonsil,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C02.8,C028,Malignant neoplasm of overlapping sites of tongue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C02.9,C029,Malignant neoplasm of tongue,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C03.0,C030,Malignant neoplasm of upper gum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C03.1,C031,Malignant neoplasm of lower gum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C03.9,C039,Malignant neoplasm of gum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C04.0,C040,Malignant neoplasm of anterior floor of mouth,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C04.1,C041,Malignant neoplasm of lateral floor of mouth,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C04.8,C048,Malignant neoplasm of overlapping sites of floor of mouth,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C04.9,C049,Malignant neoplasm of floor of mouth,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C05.0,C050,Malignant neoplasm of hard palate,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C05.1,C051,Malignant neoplasm of soft palate,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C05.2,C052,Malignant neoplasm of uvula,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C05.8,C058,Malignant neoplasm of overlapping sites of palate,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C05.9,C059,Malignant neoplasm of palate,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C06.0,C060,Malignant neoplasm of cheek mucosa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C06.1,C061,Malignant neoplasm of vestibule of mouth,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C06.2,C062,Malignant neoplasm of retromolar area,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C06.80,C0680,Malignant neoplasm of ovrlp sites of unsp parts of mouth,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C06.89,C0689,Malignant neoplasm of overlapping sites of oth prt mouth,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C06.9,C069,Malignant neoplasm of mouth,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C07,C07,Malignant neoplasm of parotid gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C08.0,C080,Malignant neoplasm of submandibular gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C08.1,C081,Malignant neoplasm of sublingual gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C08.9,C089,Malignant neoplasm of major salivary gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C09.0,C090,Malignant neoplasm of tonsillar fossa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C09.1,C091,Malig neoplasm of tonsillar pillar (anterior) (posterior),,,
Localized Tumor,ICD-10-CM,ICD10CM,,C09.8,C098,Malignant neoplasm of overlapping sites of tonsil,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C09.9,C099,Malignant neoplasm of tonsil,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C10.0,C100,Malignant neoplasm of vallecula,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C10.1,C101,Malignant neoplasm of anterior surface of epiglottis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C10.2,C102,Malignant neoplasm of lateral wall of oropharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C10.3,C103,Malignant neoplasm of posterior wall of oropharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C10.4,C104,Malignant neoplasm of branchial cleft,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C10.8,C108,Malignant neoplasm of overlapping sites of oropharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C10.9,C109,Malignant neoplasm of oropharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C11.0,C110,Malignant neoplasm of superior wall of nasopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C11.1,C111,Malignant neoplasm of posterior wall of nasopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C11.2,C112,Malignant neoplasm of lateral wall of nasopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C11.3,C113,Malignant neoplasm of anterior wall of nasopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C11.8,C118,Malignant neoplasm of overlapping sites of nasopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C11.9,C119,Malignant neoplasm of nasopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C12,C12,Malignant neoplasm of pyriform sinus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C13.0,C130,Malignant neoplasm of postcricoid region,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C13.1,C131,Malig neoplasm of aryepiglottic fold,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C13.2,C132,Malignant neoplasm of posterior wall of hypopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C13.8,C138,Malignant neoplasm of overlapping sites of hypopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C13.9,C139,Malignant neoplasm of hypopharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C14.0,C140,Malignant neoplasm of pharynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C14.2,C142,Malignant neoplasm of Waldeyer's ring,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C14.8,C148,Malig neoplm of ovrlp sites of lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C15.3,C153,Malignant neoplasm of upper third of esophagus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C15.4,C154,Malignant neoplasm of middle third of esophagus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C15.5,C155,Malignant neoplasm of lower third of esophagus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C15.8,C158,Malignant neoplasm of overlapping sites of esophagus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C15.9,C159,Malignant neoplasm of esophagus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.0,C160,Malignant neoplasm of cardia,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.1,C161,Malignant neoplasm of fundus of stomach,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.2,C162,Malignant neoplasm of body of stomach,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.3,C163,Malignant neoplasm of pyloric antrum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.4,C164,Malignant neoplasm of pylorus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.5,C165,Malignant neoplasm of lesser curvature of stomach,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.6,C166,Malignant neoplasm of greater curvature of stomach,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.8,C168,Malignant neoplasm of overlapping sites of stomach,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C16.9,C169,Malignant neoplasm of stomach,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C17.0,C170,Malignant neoplasm of duodenum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C17.1,C171,Malignant neoplasm of jejunum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C17.2,C172,Malignant neoplasm of ileum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C17.3,C173,Meckel's diverticulum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C17.8,C178,Malignant neoplasm of overlapping sites of small intestine,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C17.9,C179,Malignant neoplasm of small intestine,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.0,C180,Malignant neoplasm of cecum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.1,C181,Malignant neoplasm of appendix,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.2,C182,Malignant neoplasm of ascending colon,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.3,C183,Malignant neoplasm of hepatic flexure,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.4,C184,Malignant neoplasm of transverse colon,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.5,C185,Malignant neoplasm of splenic flexure,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.6,C186,Malignant neoplasm of descending colon,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.7,C187,Malignant neoplasm of sigmoid colon,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.8,C188,Malignant neoplasm of overlapping sites of colon,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C18.9,C189,Malignant neoplasm of colon,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C19,C19,Malignant neoplasm of rectosigmoid junction,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C20,C20,Malignant neoplasm of rectum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C21.0,C210,Malignant neoplasm of anus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C21.1,C211,Malignant neoplasm of anal canal,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C21.2,C212,Malignant neoplasm of cloacogenic zone,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C21.8,C218,Malig neoplasm of ovrlp sites of rectum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C22.0,C220,Liver cell carcinoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C22.1,C221,Intrahepatic bile duct carcinoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C22.2,C222,Hepatoblastoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C22.3,C223,Angiosarcoma of liver,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C22.4,C224,Other sarcomas of liver,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C22.7,C227,Other specified carcinomas of liver,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C22.8,C228,Malignant neoplasm of liver,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C22.9,C229,Malig neoplasm of liver,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C23,C23,Malignant neoplasm of gallbladder,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C24.0,C240,Malignant neoplasm of extrahepatic bile duct,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C24.1,C241,Malignant neoplasm of ampulla of Vater,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C24.8,C248,Malignant neoplasm of overlapping sites of biliary tract,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C24.9,C249,Malignant neoplasm of biliary tract,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C25.0,C250,Malignant neoplasm of head of pancreas,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C25.1,C251,Malignant neoplasm of body of pancreas,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C25.2,C252,Malignant neoplasm of tail of pancreas,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C25.3,C253,Malignant neoplasm of pancreatic duct,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C25.4,C254,Malignant neoplasm of endocrine pancreas,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C25.7,C257,Malignant neoplasm of other parts of pancreas,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C25.8,C258,Malignant neoplasm of overlapping sites of pancreas,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C25.9,C259,Malignant neoplasm of pancreas,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C26.0,C260,Malignant neoplasm of intestinal tract,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C26.1,C261,Malignant neoplasm of spleen,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C26.9,C269,Malignant neoplasm of ill-defined sites within the dgstv sys,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C30.0,C300,Malignant neoplasm of nasal cavity,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C30.1,C301,Malignant neoplasm of middle ear,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C31.0,C310,Malignant neoplasm of maxillary sinus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C31.1,C311,Malignant neoplasm of ethmoidal sinus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C31.2,C312,Malignant neoplasm of frontal sinus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C31.3,C313,Malignant neoplasm of sphenoid sinus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C31.8,C318,Malignant neoplasm of overlapping sites of accessory sinuses,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C31.9,C319,Malignant neoplasm of accessory sinus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C32.0,C320,Malignant neoplasm of glottis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C32.1,C321,Malignant neoplasm of supraglottis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C32.2,C322,Malignant neoplasm of subglottis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C32.3,C323,Malignant neoplasm of laryngeal cartilage,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C32.8,C328,Malignant neoplasm of overlapping sites of larynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C32.9,C329,Malignant neoplasm of larynx,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C33,C33,Malignant neoplasm of trachea,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.00,C3400,Malignant neoplasm of unspecified main bronchus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.01,C3401,Malignant neoplasm of right main bronchus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.02,C3402,Malignant neoplasm of left main bronchus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.10,C3410,Malignant neoplasm of upper lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.11,C3411,Malignant neoplasm of upper lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.12,C3412,Malignant neoplasm of upper lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.2,C342,Malignant neoplasm of middle lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.30,C3430,Malignant neoplasm of lower lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.31,C3431,Malignant neoplasm of lower lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.32,C3432,Malignant neoplasm of lower lobe,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.80,C3480,Malignant neoplasm of ovrlp sites of unsp bronchus and lung,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.81,C3481,Malignant neoplasm of ovrlp sites of right bronchus and lung,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.82,C3482,Malignant neoplasm of ovrlp sites of left bronchus and lung,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.90,C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.91,C3491,Malignant neoplasm of unsp part of right bronchus or lung,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C34.92,C3492,Malignant neoplasm of unsp part of left bronchus or lung,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C37,C37,Malignant neoplasm of thymus,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C38.0,C380,Malignant neoplasm of heart,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C38.1,C381,Malignant neoplasm of anterior mediastinum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C38.2,C382,Malignant neoplasm of posterior mediastinum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C38.3,C383,Malignant neoplasm of mediastinum,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C38.4,C384,Malignant neoplasm of pleura,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C38.8,C388,Malig neoplm of ovrlp sites of heart,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C39.0,C390,Malignant neoplasm of upper respiratory tract,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C39.9,C399,Malignant neoplasm of lower respiratory tract,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.00,C4000,Malig neoplasm of scapula and long bones of unsp upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.01,C4001,Malig neoplasm of scapula and long bones of right upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.02,C4002,Malig neoplasm of scapula and long bones of left upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.10,C4010,Malignant neoplasm of short bones of unspecified upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.11,C4011,Malignant neoplasm of short bones of right upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.12,C4012,Malignant neoplasm of short bones of left upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.20,C4020,Malignant neoplasm of long bones of unspecified lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.21,C4021,Malignant neoplasm of long bones of right lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.22,C4022,Malignant neoplasm of long bones of left lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.30,C4030,Malignant neoplasm of short bones of unspecified lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.31,C4031,Malignant neoplasm of short bones of right lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.32,C4032,Malignant neoplasm of short bones of left lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.80,C4080,Malig neoplm of ovrlp sites of bone/artic cartl of unsp limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.81,C4081,Malig neoplm of ovrlp sites of bone/artic cartl of r limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.82,C4082,Malig neoplm of ovrlp sites of bone/artic cartl of left limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.90,C4090,Malig neoplasm of unsp bones and artic cartlg of unsp limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.91,C4091,Malig neoplasm of unsp bones and artic cartlg of right limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C40.92,C4092,Malig neoplasm of unsp bones and artic cartlg of left limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C41.0,C410,Malignant neoplasm of bones of skull and face,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C41.1,C411,Malignant neoplasm of mandible,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C41.2,C412,Malignant neoplasm of vertebral column,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C41.3,C413,Malignant neoplasm of ribs,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C41.4,C414,Malignant neoplasm of pelvic bones,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C41.9,C419,Malignant neoplasm of bone and articular cartilage,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.0,C430,Malignant melanoma of lip,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.10,C4310,Malignant melanoma of unspecified eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.11,C4311,Malignant melanoma of right eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.111,C43111,Malignant melanoma of right upper eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.112,C43112,Malignant melanoma of right lower eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.12,C4312,Malignant melanoma of left eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.121,C43121,Malignant melanoma of left upper eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.122,C43122,Malignant melanoma of left lower eyelid,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C43.20,C4320,Malignant melanoma of unsp ear and external auricular canal,,,
